,소비자물가지수,기대인플레이션율,생산자물가지수,국내공급물가지수,수입물가지수,전산업생산지수,경기종합지수,제조업 평균가동률,생산지수-총지수,생산자제품 출하지수-총지수,생산자제품 재고지수-총지수,물가수준전망,경제심리지수,경제활동인구,실업률,경제활동참가율,예금은행대출금,M1상품별구성내역,주택담보대출,무담보콜금리,국고채금리(1년),국고채금리(10년),"회사채(3년,AA-)","회사채(3년,BBB-)",주택담보대출 연리,환율-원/미국달러,수입금액지수,수입물량지수,순상품교역조건지수,소득교역조건지수,주택매매가격지수,아파트 매매 가격지수,KOSPI 시가총액,미국 소비자물가지수,중국 생산자물가지수,미국 생산자물가지수,한국은행 기준금리,추계인구,남성 인구,여성 인구,고령 인구 비율(65세 이상),합계출산율,Wage
2014-11-01,94.015,2.7,100.12,103.25,113.7,91.2,99,74.5,94.507,100.898,84.297,133,97.4,27082,3,63,1244462.8,562006.2,447030.3,1.98,2.047,2.692,2.466,8.256,3.69,1095.1,105.99,85.32,97.04,86.43,72.116,81.9,1.22E+12,108.3,99.28,106.73,2,"50,746,659.00","25,445,077.00","25,301,582.00",12.4,1.205,5353.923319
2014-12-01,94.006,2.6,99.14,101.69,107.86,101,99.3,76.3,99.984,106.059,83.122,131,96.3,26568,3.3,61.8,1250103.3,577721.1,452031.3,1.99,2.072,2.681,2.46,8.286,3.63,1104.33,112.7,94.61,98.04,93.6,72.249,82.1,1.19E+12,107.68,98.67,107.02,2,"50,746,659.00","25,445,077.00","25,301,582.00",12.4,1.205,5383.096534
2015-01-01,94.643,2.6,97.92,99.19,99.72,89.2,99.3,74.6,93.797,99.302,84.785,130,98.2,26380,3.7,61.3,1258300.9,579964.2,453264,1.99,1.995,2.415,2.356,8.209,3.59,1088.86,101.11,89.7,100.8,88.2,72.345,82.3,1.21E+12,107.18,97.57,107.02,2,"51,014,947.00","25,585,894.00","25,429,053.00",12.8,1.239,5413.828106
2015-02-01,94.587,2.6,97.99,98.49,102.52,84.8,99.7,75.9,83.459,89.531,85.4,132,102.7,26671,4.5,61.9,1267564.3,592737.4,457004.1,1.99,1.981,2.346,2.3,8.191,3.56,1098.4,87.16,80.83,105.41,81.53,72.509,82.5,1.24E+12,107.64,96.87,107.41,2,"51,014,947.00","25,585,894.00","25,429,053.00",12.8,1.239,5445.32467
2015-03-01,94.596,2.5,97.87,98.85,102.86,94.7,99.3,73.9,97.086,103.888,85.224,130,101,26840,4,62.2,1273076.7,600719.9,460982.4,1.83,1.838,2.276,2.128,8.027,3.48,1112.57,98.82,90.84,103.89,97.02,72.809,82.9,1.27E+12,108.28,96.87,107.8,1.75,"51,014,947.00","25,585,894.00","25,429,053.00",12.8,1.239,5476.694948
2015-04-01,94.625,2.5,97.84,98.22,100.38,92.9,99.2,74.8,95.301,101.396,86.807,129,103.4,27204,3.9,63,1287415.5,610803.3,468824,1.73,1.703,2.177,1.988,7.888,3.34,1088.66,97.78,90.5,104.61,97.48,73.169,83.4,1.33E+12,108.5,96.57,107.99,1.75,"51,014,947.00","25,585,894.00","25,429,053.00",12.8,1.239,5510.197027
2015-05-01,94.89,2.4,97.9,98.24,101.65,91.3,98.6,72.7,91.447,97.807,86.983,129,101.8,27453,3.7,63.6,1292675.9,621985.5,469218,1.74,1.746,2.49,2.115,8.025,3.31,1091.27,91.25,84.81,105.79,90.84,73.441,83.8,1.32E+12,109.06,96.47,107.7,1.75,"51,014,947.00","25,585,894.00","25,429,053.00",12.8,1.239,5543.829086
2015-06-01,94.909,2.5,97.85,98.65,102.23,95.1,98.5,74.4,95.395,101.097,88.478,131,91.3,27488,3.8,63.6,1283772.4,630546.3,457614.5,1.57,1.63,2.468,2.012,7.923,3.3,1112.2,92.63,85.9,105.1,95.37,73.778,84.2,1.29E+12,109.44,96.06,107.12,1.5,"51,014,947.00","25,585,894.00","25,429,053.00",12.8,1.239,5580
2015-07-01,95.08,2.6,97.5,98.62,101.79,92.1,98.4,73.4,94.361,99.402,90.853,133,95.4,27536,3.6,63.6,1289200.9,645975.4,458250,1.48,1.597,2.45,2.001,7.919,3.25,1143.22,97.52,91.81,104.71,96.62,74.092,84.5,1.27E+12,109.45,95.46,107.02,1.5,"51,014,947.00","25,585,894.00","25,429,053.00",12.8,1.239,5617.693641
2015-08-01,95.213,2.5,96.89,98.21,101.37,90,98.9,75.4,89.004,94.417,91.381,132,97,27294,3.4,63,1302653.4,653105.9,464677.1,1.49,1.582,2.308,1.98,7.909,3.21,1179.1,88.66,85.79,104.99,88.24,74.381,84.8,1.21E+12,109.29,94.66,106.63,1.5,"51,014,947.00","25,585,894.00","25,429,053.00",12.8,1.239,5652.82822
2015-09-01,94.966,2.5,96.47,97.34,100.75,93.6,99.6,76.4,93.891,99.003,89.622,132,96.7,27355,3.2,63.1,1314440.9,665691.1,470243,1.48,1.553,2.216,1.946,7.872,3.16,1184.76,87.2,86.95,106.64,99.12,74.731,85.2,1.23E+12,109.12,94.26,106.34,1.5,"51,014,947.00","25,585,894.00","25,429,053.00",12.8,1.239,5692.605363
2015-10-01,94.966,2.5,95.81,96,97.63,95.5,100.1,75.3,98.778,104.487,89.358,131,97.1,27358,3.1,63.1,1333439.5,669737.7,477560.6,1.48,1.546,2.088,1.962,7.894,3.12,1148.18,92.97,93.49,106.59,102.22,74.984,85.6,1.28E+12,109.07,93.96,106.92,1.5,"51,014,947.00","25,585,894.00","25,429,053.00",12.8,1.239,5731.654243
2015-11-01,94.786,2.5,95.43,95.69,95.95,94.7,99.9,74.7,96.523,101.396,88.918,132,96.8,27298,3,62.9,1344168.1,677629.2,482916.4,1.49,1.631,2.254,2.118,8.064,3.09,1151.97,86.81,87.68,105.87,94.77,75.304,85.9,1.26E+12,108.84,93.45,106.82,1.5,"51,014,947.00","25,585,894.00","25,429,053.00",12.8,1.239,5772.232297
2015-12-01,95.07,2.5,95.21,95.51,94.92,104.1,99.9,74.1,98.778,104.586,87.599,134,93.7,26965,3.2,62.1,1346815.8,690772.4,490826.1,1.48,1.635,2.181,2.143,8.085,3.08,1172.24,90.21,92.68,105.73,99.59,75.441,86.1,1.24E+12,108.47,92.85,106.92,1.5,"51,014,947.00","25,585,894.00","25,429,053.00",12.8,1.239,5811.390557
2016-01-01,95.232,2.5,94.69,95.08,93.46,90.5,99.5,73.4,93.045,97.408,92.612,135,93.6,26631,3.7,61.3,1353670.7,699767.3,492905.1,1.49,1.587,2.025,2.091,8.033,3.08,1201.67,79.66,84.01,106.24,85.9,75.504,86.1,1.21E+12,108.65,97.37,107.21,1.5,"51,217,803.00","25,670,949.00","25,546,854.00",13.2,1.172,5851.39375
2016-02-01,95.64,2.5,94.69,94.69,94.93,87.1,99.5,74.6,85.244,91.127,93.404,132,92.5,26925,4.9,61.9,1357222.6,708014,494445.9,1.49,1.469,1.826,1.95,7.901,3.07,1217.35,74.6,81.27,108.73,88,75.558,86.1,1.21E+12,108.74,96.97,107.41,1.5,"51,217,803.00","25,670,949.00","25,546,854.00",13.2,1.172,5890.577563
2016-03-01,95.393,2.5,94.63,94.22,95.02,97.8,99.2,74.2,99.342,106.879,92.612,132,94.1,27133,4.2,62.4,1361310.2,713861.2,498294.2,1.49,1.507,1.854,1.979,7.952,3.07,1188.21,85.17,92.62,109.58,105.16,75.584,86.1,1.27E+12,109.21,97.57,107.99,1.5,"51,217,803.00","25,670,949.00","25,546,854.00",13.2,1.172,5927.382556
2016-04-01,95.573,2.5,94.87,94.17,93.28,94,99.2,73.5,93.703,100,91.293,132,96.8,27398,3.9,62.9,1372906.9,720818.5,503768.8,1.48,1.493,1.81,1.94,7.936,3.06,1147.51,82.98,88.23,107.63,96.97,75.615,86.1,1.26E+12,109.72,98.27,107.99,1.5,"51,217,803.00","25,670,949.00","25,546,854.00",13.2,1.172,5963.916573
2016-05-01,95.63,2.4,94.98,94.91,96.51,95.6,99.5,75.3,96.429,101.894,91.645,136,95.1,27617,3.6,63.4,1382525,722544.4,509365.1,1.49,1.48,1.787,1.91,7.94,3.05,1171.51,83.02,87.18,106.94,96.96,75.665,86.1,1.26E+12,110.17,98.67,107.7,1.5,"51,217,803.00","25,670,949.00","25,546,854.00",13.2,1.172,5997.491551
2016-06-01,95.611,2.4,95.21,95.28,97.25,99.5,99.7,74.7,98.402,103.091,89.358,136,94.8,27720,3.6,63.6,1387028,730637.8,515249.6,1.29,1.361,1.617,1.789,7.833,3.02,1170.5,84.97,88.17,105.96,99.53,75.734,86.1,1.25E+12,110.53,98.47,107.8,1.25,"51,217,803.00","25,670,949.00","25,546,854.00",13.2,1.172,6030
2016-07-01,95.431,2.4,95.1,94.91,94.55,94.9,99.9,73.8,96.241,100.199,91.205,134,95.9,27737,3.5,63.6,1398400.5,735172.2,521200.5,1.23,1.26,1.401,1.65,7.721,2.99,1144.09,84.62,87.17,105.18,97.47,75.832,86.2,1.28E+12,110.35,98.77,108.19,1.25,"51,217,803.00","25,670,949.00","25,546,854.00",13.2,1.172,6060.146564
2016-08-01,95.677,2.4,95.19,94.4,92.87,94,100.1,72.3,92.105,96.012,89.886,132,97.8,27690,3.6,63.4,1407014,738120.9,527287.5,1.23,1.265,1.417,1.645,7.725,2.96,1111.68,89.36,92.19,106.37,92.82,75.927,86.2,1.30E+12,110.45,98.87,107.99,1.25,"51,217,803.00","25,670,949.00","25,546,854.00",13.2,1.172,6086.826247
2016-09-01,96.247,2.5,95.41,94.63,93.03,94.8,99.9,72.6,92.763,97.507,88.039,135,97.8,27679,3.5,63.4,1414232,751408.5,530809,1.24,1.322,1.512,1.704,7.791,2.94,1107.49,86.84,88.99,106.95,96.64,76.031,86.3,1.30E+12,110.72,99.38,108.19,1.25,"51,217,803.00","25,670,949.00","25,546,854.00",13.2,1.172,6114.582119
2016-10-01,96.379,2.5,95.69,95.25,97.07,97.1,99.8,71.6,98.12,102.393,87.687,135,96.2,27666,3.3,63.3,1425102.2,753367.3,536140.4,1.23,1.369,1.596,1.781,7.87,2.93,1125.28,89.16,90.88,108.48,98.36,76.215,86.5,1.28E+12,110.86,100.08,108.77,1.25,"51,217,803.00","25,670,949.00","25,546,854.00",13.2,1.172,6141.531033
2016-11-01,96.237,2.5,96.12,96.69,99.43,99,100.1,74.9,102.35,106.78,87.951,138,96,27613,3.1,63.1,1435777.7,762639.7,542494,1.23,1.511,1.965,2.021,8.128,2.93,1161.64,94.66,94.3,106.44,101.2,76.407,86.7,1.28E+12,110.68,101.59,108.97,1.25,"51,217,803.00","25,670,949.00","25,546,854.00",13.2,1.172,6170.356725
2016-12-01,96.342,2.5,96.96,97.64,103.61,108,100.3,73.3,104.699,110.867,84.872,141,93.8,27211,3.2,62.2,1424149.2,776589.6,545839.6,1.23,1.576,2.159,2.162,8.281,2.93,1182.28,96.78,96.73,108.21,104.69,76.463,86.8,1.31E+12,110.72,103.19,109.26,1.25,"51,217,803.00","25,670,949.00","25,546,854.00",13.2,1.172,6200.048667
2017-01-01,97.366,2.8,98.37,99.51,105.91,92.7,100.7,76,94.737,97.707,87.511,148,96.1,26886,3.7,61.4,1429377.3,781441,545880.7,1.24,1.496,2.111,2.104,8.281,2.94,1185.1,96.35,93.21,105.38,90.04,76.481,86.8,1.34E+12,111.37,103.99,109.84,1.25,"51,361,911.00","25,736,793.00","25,625,118.00",13.8,1.052,6233.473463
2017-02-01,97.632,2.7,98.75,99.39,103.66,91.8,100.7,74,92.857,97.009,87.335,145,97.9,27321,4.9,62.4,1433627.6,776362.5,547746,1.23,1.465,2.163,2.13,8.331,2.96,1144.92,92.9,88.4,105.67,93.86,76.489,86.8,1.35E+12,111.72,104.6,109.84,1.25,"51,361,911.00","25,736,793.00","25,625,118.00",13.8,1.052,6270.588038
2017-03-01,97.565,2.6,98.71,99.39,101.44,102,100.9,75,104.323,109.571,87.071,142,100.4,27579,4.1,62.9,1435859.5,789187.8,550692.5,1.23,1.485,2.221,2.208,8.413,2.97,1134.77,109.29,102.98,104.71,105.01,76.509,86.8,1.40E+12,111.81,105,110.04,1.25,"51,361,911.00","25,736,793.00","25,625,118.00",13.8,1.052,6310.877055
2017-04-01,97.442,2.6,98.5,98.97,101.87,97.1,101,73.7,97.838,102.293,88.918,141,100,27911,4.2,63.6,1445219.3,791859.3,553204.1,1.23,1.467,2.182,2.195,8.411,2.97,1132.73,96.85,92.22,106.67,100.38,76.538,86.8,1.43E+12,112.14,104.5,110.14,1.25,"51,361,911.00","25,736,793.00","25,625,118.00",13.8,1.052,6357.91359
2017-05-01,97.546,2.5,98.23,98.75,100.43,98.1,101.1,73.7,98.496,102.094,91.557,137,100.9,27987,3.6,63.7,1450375.7,791074.8,556528.9,1.23,1.464,2.257,2.216,8.443,2.98,1125.28,100.71,95.35,105.65,97.11,76.578,86.9,1.52E+12,112.23,104.19,110.33,1.25,"51,361,911.00","25,736,793.00","25,625,118.00",13.8,1.052,6409.512221
2017-06-01,97.338,2.6,97.85,98.35,99.22,101.3,101.1,72.7,99.154,104.387,88.303,139,100.3,28081,3.8,63.9,1453379.5,798890.2,560141.5,1.24,1.461,2.165,2.208,8.444,2.98,1130.04,103.45,98.8,105.74,101.65,76.711,87.1,1.55E+12,112.34,103.99,110.62,1.25,"51,361,911.00","25,736,793.00","25,625,118.00",13.8,1.052,6470
2017-07-01,97.499,2.5,97.92,98.13,99.72,97.3,101,73.3,98.59,101.496,90.765,139,99.6,28037,3.4,63.8,1464168.8,804853.4,563446.4,1.24,1.464,2.252,2.278,8.52,2.99,1134.4,98.92,96.1,108.12,100.3,76.891,87.3,1.56E+12,112.26,104.09,111.21,1.25,"51,361,911.00","25,736,793.00","25,625,118.00",13.8,1.052,6538.361188
2017-08-01,98.058,2.6,98.37,98.46,101.28,96.3,101.1,73.5,95.207,98.804,91.117,138,100.7,27903,3.6,63.5,1472669.7,805103.3,566589.7,1.23,1.471,2.287,2.32,8.565,2.99,1130.79,103.91,100.76,108.59,102.88,77.074,87.5,1.54E+12,112.59,105.1,111.21,1.25,"51,361,911.00","25,736,793.00","25,625,118.00",13.8,1.052,6606.330972
2017-09-01,98.172,2.6,99.03,99.37,103.07,102.2,101.2,73.4,102.82,107.677,88.215,138,99.3,27943,3.3,63.5,1482459,810904.8,570079.2,1.25,1.481,2.286,2.333,8.576,3,1131.59,107.59,102.47,107.83,116.55,77.139,87.5,1.56E+12,113.19,106.2,110.92,1.25,"51,361,911.00","25,736,793.00","25,625,118.00",13.8,1.052,6687.573187
2017-10-01,98.077,2.6,99.14,99.81,103.65,94.9,101.2,74,93.797,96.61,91.557,137,102.4,27920,3.2,63.4,1494961.4,826892.1,572997.6,1.25,1.654,2.455,2.574,8.823,3.01,1131.57,98.01,91.78,106.94,95.06,77.226,87.6,1.64E+12,113.12,106.91,111.6,1.25,"51,361,911.00","25,736,793.00","25,625,118.00",13.8,1.052,6771.296318
2017-11-01,97.347,2.5,99.04,99.46,103.4,101,101.4,73.3,102.82,107.777,91.469,137,102.4,27889,3.1,63.3,1505855.2,817624.5,575798.6,1.26,1.787,2.54,2.709,8.959,3.02,1105.04,108.33,100.34,106.68,110.33,77.332,87.6,1.61E+12,113.12,107.41,111.99,1.5,"51,361,911.00","25,736,793.00","25,625,118.00",13.8,1.052,6862.129537
2017-12-01,97.698,2.5,99.09,99.62,102.68,107.7,101,70.9,100.94,104.287,92.436,138,102.3,27516,3.3,62.5,1504333.3,830003.7,578312.9,1.51,1.833,2.472,2.649,8.909,3.05,1085.78,112.36,101.72,104.45,102.72,77.411,87.7,1.61E+12,113.06,108.21,112.48,1.5,"51,361,911.00","25,736,793.00","25,625,118.00",13.8,1.052,6953.301006
2018-01-01,98.106,2.6,99.5,99.83,103.52,97.2,101,73.2,99.812,102.193,94.635,141,99.7,27232,3.7,61.8,1512963.2,830732.7,579043.6,1.5,1.839,2.626,2.722,8.985,3.08,1066.7,118.18,105.65,104.21,102.12,77.556,87.8,1.67E+12,113.67,108.51,112.77,1.5,"51,585,058.00","25,857,689.00","25,727,369.00",14.3,0.977,7049.936453
2018-02-01,98.855,2.6,99.92,100.88,103.99,91.3,101.1,73.9,87.782,90.828,94.459,139,101.2,27348,4.6,62,1518460.8,839555.3,580327,1.49,1.851,2.77,2.815,9.051,3.1,1079.58,106.99,93.55,101.98,89.6,77.723,88,1.61E+12,114.19,108.41,113.26,1.5,"51,585,058.00","25,857,689.00","25,727,369.00",14.3,0.977,7148.068597
2018-03-01,98.751,2.6,99.88,100.58,104.54,101.9,101,72.5,101.88,105.583,94.899,140,98.1,27811,4.5,63.1,1525815.4,840991,582392.9,1.49,1.875,2.708,2.831,9.051,3.13,1071.89,114.89,101.06,102.59,105.74,77.917,88.1,1.63E+12,114.45,108.21,113.65,1.5,"51,585,058.00","25,857,689.00","25,727,369.00",14.3,0.977,7243.538595
2018-04-01,98.931,2.6,100.01,100.61,105.69,99.7,100.9,74.8,100,101.595,95.866,139,100.1,28029,4.1,63.5,1534255.8,841002.2,583879.7,1.48,1.873,2.655,2.794,9.013,3.15,1067.76,112.88,99.27,103.1,102.81,78.049,88.1,1.68E+12,114.9,108.01,113.84,1.5,"51,585,058.00","25,857,689.00","25,727,369.00",14.3,0.977,7341.758743
2018-05-01,98.979,2.6,100.3,101.58,108.8,100.2,100.8,75.5,100.94,104.586,95.075,140,102.1,28184,4,63.9,1543469.7,839880.5,585506,1.5,1.887,2.757,2.86,9.073,3.17,1076.39,114.8,98.25,101.28,104.1,78.127,87.9,1.62E+12,115.38,108.51,113.65,1.5,"51,585,058.00","25,857,689.00","25,727,369.00",14.3,0.977,7435.480626
2018-06-01,98.779,2.6,100.33,102.32,110.17,102.6,100.8,74.5,101.222,103.988,95.339,140,100.2,28161,3.7,63.8,1546960.3,846240.2,587660.8,1.49,1.851,2.656,2.805,9.016,3.18,1092.8,115.7,97.28,99,101.78,78.203,87.8,1.55E+12,115.56,108.81,113.65,1.5,"51,585,058.00","25,857,689.00","25,727,369.00",14.3,0.977,7530
2018-07-01,98.59,2.6,100.8,103.24,111.66,100,100.7,74.2,101.88,102.193,96.746,141,95.9,28123,3.7,63.6,1556221.9,843752.8,589421.2,1.49,1.842,2.549,2.75,8.957,3.2,1122.8,114.84,96.82,99.33,101.86,78.293,87.7,1.54E+12,115.57,108.91,114.62,1.5,"51,585,058.00","25,857,689.00","25,727,369.00",14.3,0.977,7621.322695
2018-08-01,99.462,2.7,101.25,103.47,111.34,98.6,100.5,75,99.154,101.595,96.922,143,97,28039,4,63.4,1568274,837607.5,592145.6,1.5,1.83,2.458,2.656,8.846,3.21,1121.15,113.73,96.28,99.73,103.44,78.46,87.6,1.55E+12,115.63,109.41,114.13,1.5,"51,585,058.00","25,857,689.00","25,727,369.00",14.3,0.977,7700.8081
2018-09-01,100.221,2.5,101.54,103.64,113.2,97.8,100.2,73,96.147,100.1,93.843,148,99.5,28079,3.6,63.5,1577303.4,845523.7,594816.2,1.54,1.79,2.315,2.403,8.476,3.21,1120.6,105.71,89.77,100.32,101.62,79.232,87.9,1.57E+12,115.77,110.02,113.84,1.5,"51,585,058.00","25,857,689.00","25,727,369.00",14.3,0.977,7785.339243
2018-10-01,100.041,2.5,101.19,103.9,115.19,102.2,100.1,75.1,105.733,108.774,95.866,146,95.2,28063,3.5,63.4,1590110.4,840678.4,597077.5,1.52,1.853,2.338,2.452,8.515,3.22,1130.81,125.16,104.69,98.65,108.47,79.677,88,1.36E+12,115.97,110.52,113.74,1.5,"51,585,058.00","25,857,689.00","25,727,369.00",14.3,0.977,7863.523142
