keco,ksco,2008.1/2,2008.1/2.1,2008.1/2.2,2008.2/2,2008.2/2.1,2008.2/2.2,2009.1/2,2009.1/2.1,2009.1/2.2,2009.2/2,2009.2/2.1,2009.2/2.2,2010.1/2,2010.1/2.1,2010.1/2.2,2010.2/2,2010.2/2.1,2010.2/2.2,2011.1/2,2011.1/2.1,2011.1/2.2,2011.2/2,2011.2/2.1,2011.2/2.2,2012.1/2,2012.1/2.1,2012.1/2.2,2012.2/2,2012.2/2.1,2012.2/2.2,2013.1/2,2013.1/2.1,2013.1/2.2,2013.2/2,2013.2/2.1,2013.2/2.2,2014.1/2,2014.1/2.1,2014.1/2.2,2014.2/2,2014.2/2.1,2014.2/2.2,2015.1/2,2015.1/2.1,2015.1/2.2,2015.2/2,2015.2/2.1,2015.2/2.2,2016.1/2,2016.1/2.1,2016.1/2.2,2016.2/2,2016.2/2.1,2016.2/2.2,2017.1/2,2017.1/2.1,2017.1/2.2,2017.2/2,2017.2/2.1,2017.2/2.2,2018.1/2,2018.1/2.1,2018.1/2.2,2018.2/2,2018.2/2.1,2018.2/2.2,2019.1/2,2019.1/2.1,2019.1/2.2,2019.2/2,2019.2/2.1,2019.2/2.2,2020.1/2,2020.1/2.1,2020.1/2.2,2020.2/2,2020.2/2.1,2020.2/2.2,2021.1/2,2021.1/2.1,2021.1/2.2,2021.2/2,2021.2/2.1,2021.2/2.2,2022.1/2,2022.1/2.1,2022.1/2.2,2022.2/2,2022.2/2.1,2022.2/2.2,2023.1/2,2023.1/2.1,2023.1/2.2,2023.2/2,2023.2/2.1,2023.2/2.2,2024.1/2,2024.1/2.1,2024.1/2.2
,식별값,현원,구인인원,채용인원,현원,구인인원,채용인원,현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명)
,총원,7768188,625301,511602,7959995,442562,349357,8048203,424897,348387,8128516,465248,383229,8931370,662167,541637,9196034,610216,494828,9503816,636002,511805,9715637,649951,513402,9805150,626685,532061,9884455,660219,554625,10050640,689241,590718,10256347,664337,569628,10432264,754985,661726,10678424,698742,612395,10967146,785318,705943,11326946,715119,624539,11481327,854766,758065,11657993,741122,645840,11684473,855762,761886,11803864,724964,639912,11984990,845775,755574,12192880,756130,672219,12247216,810487,733478,12429758,687724,611815,12452413,798171,738176,12515581,631476,564288,12684179,819699,734381,13067272,870365,758596,13161419,1014867,877099,13385094,941947,788685,13459274,1053771,916879,13589901,891555,779142,13647444,1046630,950730
701,781,66897,4477,3912,51291,5034,4201,54514,3434,3154,62130,4754,3583,63638,9127,8580,90363,9850,9261,105401,7760,6685,102364,11175,10033,100102,6012,5029,82867,9712,8930,120525,10753,9686,96076,13580,11942,109264,11458,10737,117786,16510,15848,129083,11342,10685,169328,13767,13295,123018,8959,7873,138491,11128,10884,125814,7600,7152,129241,10395,10116,120945,9657,9261,131088,11050,10651,113199,8334,8065,111010,11184,10818,107936,20676,20625,95933,14975,14431,91492,11308,11135,108989,24733,24512,134191,14259,13845,131688,23836,23318,102654,14745,14464,130326,20801,20566,108099,12697,12648
701,782,66897,4477,3912,51291,5034,4201,54514,3434,3154,62130,4754,3583,63638,9127,8580,90363,9850,9261,105401,7760,6685,102364,11175,10033,100102,6012,5029,82867,9712,8930,120525,10753,9686,96076,13580,11942,109264,11458,10737,117786,16510,15848,129083,11342,10685,169328,13767,13295,123018,8959,7873,138491,11128,10884,125814,7600,7152,129241,10395,10116,120945,9657,9261,131088,11050,10651,113199,8334,8065,111010,11184,10818,107936,20676,20625,95933,14975,14431,91492,11308,11135,108989,24733,24512,134191,14259,13845,131688,23836,23318,102654,14745,14464,130326,20801,20566,108099,12697,12648
702,783,36016,2235,2055,27762,2233,2292,53337,1047,1009,40331,1822,1808,39874,4528,4183,46066,3776,3569,65044,3035,2937,67512,3733,3274,68549,3805,3081,62776,6236,5224,76200,3998,3178,84550,5362,4950,92344,8349,7705,107355,19537,19151,114766,8688,7929,115884,14756,14148,106072,11182,10555,113096,14768,13317,113026,10505,9741,118219,14570,14319,107126,6204,5339,95261,7781,7637,108551,7726,7270,113067,7153,6921,123682,13790,12985,126826,11269,10829,137517,9241,8693,145878,22894,22389,147698,17147,15769,153840,23382,22811,143208,16962,15463,142545,17294,16806,127388,12828,12416
703,792,12801,1361,1061,22487,1366,1236,25081,1431,1239,26617,2415,2314,28472,1829,1661,29923,2392,2064,27703,6740,6566,28195,8589,8222,44438,3242,2847,35279,4475,3697,34771,2786,2514,29376,5005,4791,40810,3679,3276,45287,8258,8054,38633,7192,6939,47867,7025,6985,30430,3352,3111,43677,6446,6158,42103,4223,4182,42525,3798,3702,49988,3477,3462,53013,4817,4755,48515,3295,3215,51758,3029,2866,44376,2649,2629,47792,4964,4855,52929,3520,3491,56205,8114,7957,54586,7451,7281,50789,7548,7262,55294,6247,5988,57334,6966,6725,48532,7682,7557
704,875,21091,1397,1346,17791,697,684,17743,633,507,18393,608,542,19041,1804,1542,19796,1514,1395,15827,579,531,17762,539,461,19778,821,648,20015,848,804,18599,1009,840,18207,988,768,19167,833,779,18317,591,561,16268,632,582,19158,1126,890,16023,1396,1174,16584,866,824,16419,1021,763,15620,644,630,17031,845,808,17901,753,738,20007,634,612,18529,1071,1060,24190,1420,1350,25041,1273,1096,33081,1669,1556,34184,2213,2106,34173,2090,1781,35480,1105,1074,37684,1962,1839,30553,1873,1601,32532,2308,2167
705,784,7992,517,355,6524,638,705,8225,220,192,6682,790,778,7772,226,211,8377,447,408,7271,253,270,6415,187,148,6626,100,73,8842,395,285,10683,262,229,9698,295,280,8904,267,264,8146,220,218,12510,232,163,8756,156,130,8816,363,333,5762,241,222,6183,456,214,7928,207,105,6436,392,388,6960,291,239,7165,156,152,7532,374,348,10810,443,431,9447,1054,1045,10924,1281,1223,10070,1027,1016,12120,982,975,11868,1285,1266,11351,1073,1018,8373,551,494,7246,590,583
706,910,68256,16259,15891,69370,9290,8933,77933,7973,7812,65603,17758,17212,61919,16170,15685,56875,18533,18264,105400,6025,6778,86312,22684,22035,103661,8955,8448,60340,12946,12466,90522,11461,11156,98707,20435,19470,96045,16138,15505,103708,21185,20352,114470,19597,19223,141965,33368,32719,138673,20634,20133,145832,27701,27279,159007,24224,23967,143067,23218,23091,171356,21434,21097,171000,26554,26288,171898,16995,16464,176815,29516,29388,161232,23360,23072,158759,22351,22004,140349,20224,20057,145205,59175,58829,160849,45117,44715,197290,59547,59128,175319,50089,49726,192446,63216,62801,183043,52798,52254
151,235,96215,5984,4602,82478,3475,2221,101989,4250,2726,98994,4432,3255,111889,5800,4204,115833,5811,4634,121155,6622,4908,125309,5371,4083,124625,5926,5030,127389,4910,4040,142647,6925,6369,141684,5336,4123,154205,5597,4493,155761,5264,4259,165834,7503,6537,168424,5118,4549,152952,6236,5089,160938,5079,4233,155704,7291,6399,159623,4352,3458,156116,4876,3979,169289,3929,3489,174536,6455,5597,176712,4383,3719,176103,4870,4159,177288,3936,3430,179388,6333,5434,182054,7023,6093,182717,8409,6762,183533,8043,6322,190498,9074,7258,189985,6664,4662,188593,8098,6422
811,753,92402,4728,3309,89212,3910,3265,87370,2732,2269,90524,3846,2821,103924,4771,3020,112546,4685,3702,100516,6256,4624,105621,4550,3099,106430,3787,3026,110913,3524,2887,125624,4515,3275,122692,5245,4447,114658,4480,3626,122026,5875,5163,122598,4617,3530,125462,4736,3961,112717,5656,4575,111763,5338,4377,114956,5618,4365,117422,5599,4389,114964,6405,5422,116377,6003,4493,116651,4891,4157,120750,4262,3181,140357,6123,5573,145402,5682,4995,147205,7146,6072,147810,9369,7866,149205,8614,6993,149620,8258,5860,155779,8602,6724,147918,6981,5617,150129,7829,6415
812,752,19800,1504,754,23206,2548,1967,14666,168,161,12936,149,134,21471,184,151,25300,197,187,20510,476,347,26377,750,696,23245,623,617,21706,458,407,18854,509,495,21481,428,359,20877,464,429,19333,579,500,20319,607,432,21352,496,466,22936,641,559,20879,1597,1483,20181,490,422,20290,360,313,22871,264,251,25020,320,301,23406,369,361,25329,249,229,78802,2544,2261,80161,2833,2428,86288,3380,2899,88413,3378,2765,87051,3286,2746,87319,3606,2946,87674,3526,2774,85185,3971,3368,86308,4019,3413
812,751,19800,1504,754,23206,2548,1967,14666,168,161,12936,149,134,21471,184,151,25300,197,187,20510,476,347,26377,750,696,23245,623,617,21706,458,407,18854,509,495,21481,428,359,20877,464,429,19333,579,500,20319,607,432,21352,496,466,22936,641,559,20879,1597,1483,20181,490,422,20290,360,313,22871,264,251,25020,320,301,23406,369,361,25329,249,229,78802,2544,2261,80161,2833,2428,86288,3380,2899,88413,3378,2765,87051,3286,2746,87319,3606,2946,87674,3526,2774,85185,3971,3368,86308,4019,3413
812,752,47611,3601,3146,45526,2050,1553,48075,1078,829,47773,2076,1553,53291,2854,2291,53555,3609,2651,50732,3051,2209,51261,2666,1990,52630,2196,1843,52132,2292,2032,48276,2493,2292,50585,2398,2140,54102,3195,2600,53932,3006,2514,56268,2665,2352,58502,3121,2746,54538,2949,2235,53813,2838,2323,54806,2815,2410,56804,3767,3290,54212,2998,2558,55750,3313,2697,59318,2573,2403,61182,2297,1920,78802,2544,2261,80161,2833,2428,86288,3380,2899,88413,3378,2765,87051,3286,2746,87319,3606,2946,87674,3526,2774,85185,3971,3368,86308,4019,3413
812,751,47611,3601,3146,45526,2050,1553,48075,1078,829,47773,2076,1553,53291,2854,2291,53555,3609,2651,50732,3051,2209,51261,2666,1990,52630,2196,1843,52132,2292,2032,48276,2493,2292,50585,2398,2140,54102,3195,2600,53932,3006,2514,56268,2665,2352,58502,3121,2746,54538,2949,2235,53813,2838,2323,54806,2815,2410,56804,3767,3290,54212,2998,2558,55750,3313,2697,59318,2573,2403,61182,2297,1920,78802,2544,2261,80161,2833,2428,86288,3380,2899,88413,3378,2765,87051,3286,2746,87319,3606,2946,87674,3526,2774,85185,3971,3368,86308,4019,3413
813,741,130327,11780,8064,141505,6720,4709,139077,6465,4053,137517,7665,5468,158335,14524,9599,166644,15809,9854,163344,13928,8441,181434,13215,8548,187579,13631,9371,199717,13272,9031,206996,16671,10627,208761,15341,10880,215777,15256,10977,213767,14785,11692,210783,10779,8282,204092,12297,8956,207699,13418,9674,212671,12700,8571,210308,13183,9346,214293,13132,9746,217664,11762,9379,214062,10451,8351,218348,11520,9195,224150,10047,8064,177984,7028,5892,172454,6077,4939,175279,8523,6451,183360,9821,6359,178138,10420,6224,188058,11477,7066,191617,10401,6907,185717,8954,6107,191685,8645,6582
813,851,130327,11780,8064,141505,6720,4709,139077,6465,4053,137517,7665,5468,158335,14524,9599,166644,15809,9854,163344,13928,8441,181434,13215,8548,187579,13631,9371,199717,13272,9031,206996,16671,10627,208761,15341,10880,215777,15256,10977,213767,14785,11692,210783,10779,8282,204092,12297,8956,207699,13418,9674,212671,12700,8571,210308,13183,9346,214293,13132,9746,217664,11762,9379,214062,10451,8351,218348,11520,9195,224150,10047,8064,177984,7028,5892,172454,6077,4939,175279,8523,6451,183360,9821,6359,178138,10420,6224,188058,11477,7066,191617,10401,6907,185717,8954,6107,191685,8645,6582
814,852,18781,1535,1119,34093,1533,1159,26419,684,658,26817,1085,1026,29313,951,907,33129,1783,1590,30035,1554,1490,29733,1462,1255,29164,997,889,30019,1110,1049,26966,1217,1151,28157,1205,1135,30619,1951,1683,31627,1409,1373,31965,1608,1536,35118,1188,1068,29634,1675,1573,34716,2275,2121,35413,2847,2763,36421,1906,1836,35997,2048,1856,38380,2751,2564,38462,2301,2161,38402,1718,1660,33495,2509,2421,34286,1536,1435,31086,2030,1958,31789,1255,1088,32324,1904,1756,32020,1880,1694,31233,2340,1951,32916,1838,1486,31012,2453,2295
815,853,9704,454,182,7868,324,298,8073,112,34,4503,151,142,6306,251,173,6873,342,306,12731,491,345,9723,384,307,9009,367,335,7937,433,365,10537,385,357,13559,422,376,13592,290,197,12464,741,463,12196,188,175,11335,399,292,13116,472,309,14429,407,348,13115,360,330,14212,788,708,15358,514,396,15525,338,300,12925,287,266,12225,168,157,13060,370,224,11883,415,274,12400,463,343,13775,510,375,13603,511,289,13030,467,291,14007,518,370,14424,516,461,13410,528,380
817,854,117775,5027,4360,122108,3905,2853,143386,2197,1548,131777,4585,3715,128944,5246,3949,126153,5982,4674,127888,5572,4220,135288,5228,4438,136707,4838,3945,133181,6451,5387,133924,8246,7290,138655,6165,5384,141596,6255,5344,147166,5488,4653,151770,7189,6513,152703,5218,4753,165032,7073,6384,153254,5686,5151,153415,5183,4560,156222,4341,3887,149973,5085,4484,148487,4231,3842,150418,3328,3042,147255,2795,2511,145807,2530,2410,150536,2714,2381,143485,3501,3215,142437,3701,2935,142171,5088,4180,148801,4947,3684,146368,6017,5087,146437,4523,3661,140735,5241,4397
816,854,68873,3189,2418,72092,3970,2599,69651,1682,1022,76480,4733,2730,66746,5195,3616,72248,7622,5081,81593,6906,5066,74675,5553,3523,74118,4668,3749,77572,4134,3321,69333,4193,3013,66558,3213,2750,66473,4186,2903,64340,3952,3324,69943,3332,2714,63391,3196,2627,66842,2830,2303,63820,2789,2323,57985,4156,3116,62722,4587,3994,62738,4503,3924,61041,3186,2681,64318,3512,2952,59953,2493,2097,61239,3316,2730,57787,3178,2425,57702,4402,3338,57701,4152,3219,57449,4655,3455,57615,4926,3089,56613,4828,3818,55983,3782,2395,53518,3829,3133
816,855,68873,3189,2418,72092,3970,2599,69651,1682,1022,76480,4733,2730,66746,5195,3616,72248,7622,5081,81593,6906,5066,74675,5553,3523,74118,4668,3749,77572,4134,3321,69333,4193,3013,66558,3213,2750,66473,4186,2903,64340,3952,3324,69943,3332,2714,63391,3196,2627,66842,2830,2303,63820,2789,2323,57985,4156,3116,62722,4587,3994,62738,4503,3924,61041,3186,2681,64318,3512,2952,59953,2493,2097,61239,3316,2730,57787,3178,2425,57702,4402,3338,57701,4152,3219,57449,4655,3455,57615,4926,3089,56613,4828,3818,55983,3782,2395,53518,3829,3133
817,854,68873,3189,2418,72092,3970,2599,69651,1682,1022,76480,4733,2730,66746,5195,3616,72248,7622,5081,81593,6906,5066,74675,5553,3523,74118,4668,3749,77572,4134,3321,69333,4193,3013,66558,3213,2750,66473,4186,2903,64340,3952,3324,69943,3332,2714,63391,3196,2627,66842,2830,2303,63820,2789,2323,57985,4156,3116,62722,4587,3994,62738,4503,3924,61041,3186,2681,64318,3512,2952,59953,2493,2097,145807,2530,2410,150536,2714,2381,143485,3501,3215,142437,3701,2935,142171,5088,4180,148801,4947,3684,146368,6017,5087,146437,4523,3661,140735,5241,4397
152,233,11688,584,367,11755,343,362,13472,523,443,14155,352,312,16721,772,563,15796,568,505,17927,916,694,17728,591,452,21311,1039,932,20403,1141,914,18615,822,710,19269,515,420,21059,641,495,20681,449,377,20339,694,597,23216,500,461,26235,666,567,25366,785,595,26697,1065,976,25350,602,547,22782,861,820,26617,660,628,25686,851,781,27461,553,482,32039,1032,813,32687,999,940,31583,1140,998,33414,1186,981,37194,1305,1020,37653,1242,1004,36548,1458,1139,34465,1136,953,33347,1583,1300
702,783,25225,1766,1298,28522,951,647,25925,987,689,23264,1229,980,22648,1633,1031,27791,1902,1177,29436,2226,1303,25579,1650,993,27250,1803,1349,25175,1896,1254,27678,2266,1597,25809,2211,1370,23805,2445,2120,22515,2380,2264,31922,2037,1729,29431,2408,2025,24393,2964,2357,28953,2737,2469,28620,2446,1984,26715,3362,2558,27179,1533,1009,25324,1855,1547,24214,1299,1145,24612,1284,1060,123682,13790,12985,126826,11269,10829,137517,9241,8693,145878,22894,22389,147698,17147,15769,153840,23382,22811,143208,16962,15463,142545,17294,16806,127388,12828,12416
822,742,25225,1766,1298,28522,951,647,25925,987,689,23264,1229,980,22648,1633,1031,27791,1902,1177,29436,2226,1303,25579,1650,993,27250,1803,1349,25175,1896,1254,27678,2266,1597,25809,2211,1370,23805,2445,2120,22515,2380,2264,31922,2037,1729,29431,2408,2025,24393,2964,2357,28953,2737,2469,28620,2446,1984,26715,3362,2558,27179,1533,1009,25324,1855,1547,24214,1299,1145,24612,1284,1060,25087,1209,1193,18719,526,394,19720,1638,1498,19284,1128,866,17433,1493,1181,16666,1306,911,15748,1029,671,14691,1106,992,13338,593,476
822,841,25225,1766,1298,28522,951,647,25925,987,689,23264,1229,980,22648,1633,1031,27791,1902,1177,29436,2226,1303,25579,1650,993,27250,1803,1349,25175,1896,1254,27678,2266,1597,25809,2211,1370,23805,2445,2120,22515,2380,2264,31922,2037,1729,29431,2408,2025,24393,2964,2357,28953,2737,2469,28620,2446,1984,26715,3362,2558,27179,1533,1009,25324,1855,1547,24214,1299,1145,24612,1284,1060,25087,1209,1193,18719,526,394,19720,1638,1498,19284,1128,866,17433,1493,1181,16666,1306,911,15748,1029,671,14691,1106,992,13338,593,476
823,741,28049,1498,791,25206,1787,1309,19752,839,670,19276,1101,704,28794,1704,889,29551,2787,1934,30314,2214,1147,29792,1944,1257,31059,1928,1196,30219,1607,958,28802,1555,1079,33405,2199,1489,28224,1620,774,27055,1726,1411,30997,1346,1163,29315,1446,1169,25328,1284,928,22850,1015,821,23669,1431,1189,25424,1347,604,25929,1574,1019,27046,1094,732,27522,1340,1027,27851,1096,778,24621,592,517,24448,422,364,23997,1391,890,23413,1415,828,23332,1641,863,24259,2125,1203,25038,1789,1177,25247,1393,948,25336,1515,1174
823,841,28049,1498,791,25206,1787,1309,19752,839,670,19276,1101,704,28794,1704,889,29551,2787,1934,30314,2214,1147,29792,1944,1257,31059,1928,1196,30219,1607,958,28802,1555,1079,33405,2199,1489,28224,1620,774,27055,1726,1411,30997,1346,1163,29315,1446,1169,25328,1284,928,22850,1015,821,23669,1431,1189,25424,1347,604,25929,1574,1019,27046,1094,732,27522,1340,1027,27851,1096,778,24621,592,517,24448,422,364,23997,1391,890,23413,1415,828,23332,1641,863,24259,2125,1203,25038,1789,1177,25247,1393,948,25336,1515,1174
824,743,71465,6640,4806,64125,4372,2937,73049,2979,2187,71166,3447,2330,86082,7805,5464,81549,6120,4223,84691,6013,3586,90145,8271,5680,90533,8412,6348,85835,8065,5747,95686,8540,6250,94581,7569,6153,97028,10006,8062,93256,9686,7798,95773,9570,7631,97140,8945,7387,89343,6570,5362,85959,5844,4601,85534,5201,4105,84695,5198,3853,80249,5921,4530,81949,5324,4241,84707,4845,3884,82049,4117,3796,83692,4370,4089,78323,3177,2554,75494,4299,2814,76473,5714,4559,75261,6129,3809,73739,6932,4453,76000,7349,5017,73057,5402,4024,78376,5243,4141
824,841,71465,6640,4806,64125,4372,2937,73049,2979,2187,71166,3447,2330,86082,7805,5464,81549,6120,4223,84691,6013,3586,90145,8271,5680,90533,8412,6348,85835,8065,5747,95686,8540,6250,94581,7569,6153,97028,10006,8062,93256,9686,7798,95773,9570,7631,97140,8945,7387,89343,6570,5362,85959,5844,4601,85534,5201,4105,84695,5198,3853,80249,5921,4530,81949,5324,4241,84707,4845,3884,82049,4117,3796,83692,4370,4089,78323,3177,2554,75494,4299,2814,76473,5714,4559,75261,6129,3809,73739,6932,4453,76000,7349,5017,73057,5402,4024,78376,5243,4141
825,842,41654,3266,2582,43229,2011,1146,43900,2727,1867,43376,2741,1817,40890,3891,2504,41724,3552,2513,47267,2815,2097,51672,2796,1867,46665,2194,1736,47310,3379,2294,54128,4363,2761,47690,4132,2663,41137,2688,1924,41968,2321,1763,38438,1820,1160,38559,1640,1363,36866,1771,1436,37297,1161,890,42489,2562,2044,42095,2198,1795,41078,1671,1419,37066,1655,1415,37506,1274,1023,38428,1259,1132,47830,3492,3150,41710,1550,1335,37896,1337,886,35995,1801,1148,35670,1970,1215,36702,2353,1167,36266,2421,1666,38730,2376,1457,37827,1775,1166
821,841,83775,3466,2757,72235,3304,2421,69630,1375,915,73970,3119,2345,77142,4521,3262,80876,4877,3110,85467,5419,3506,72760,3446,2070,79800,4948,3722,76621,3814,2851,74471,3418,2240,76096,3882,2696,73598,3588,2462,80853,4342,3411,74083,2958,2316,79010,3648,2960,88028,3857,2886,89227,3715,3066,82363,3981,2648,79512,2898,2051,77078,3632,2967,75243,2861,2243,73578,1926,1556,70126,1796,1455,86619,2541,2021,84936,2898,2221,84275,4645,3277,76662,3719,2426,77804,5424,3401,71103,4602,2902,68852,3723,2763,86642,4266,3058,78071,3924,3146
826,843,40478,3563,2115,46430,2154,1265,42551,1643,1170,43823,2577,1575,41300,2745,1552,42231,2584,1587,40829,2113,1800,39390,2324,1647,41590,2590,1928,37242,2110,1625,44625,2913,2398,44415,2336,2080,40848,1965,1272,41242,2075,1788,40170,1650,1237,39729,1829,1481,36367,1862,1447,41932,1926,1473,38344,3344,2255,40769,3073,2645,42099,2040,1750,39796,2423,1700,38954,1548,1151,38281,1731,1346,42056,1569,1197,37078,1679,1195,38437,1909,1606,36949,1981,1481,34525,1653,1172,36206,1932,1272,35235,2245,1859,40192,2031,1516,37071,1039,858
154,232,24832,1309,1122,32463,1851,1385,29575,1477,1181,30456,1088,848,36531,2741,2438,35990,1496,1233,40641,2671,2153,36921,2078,1472,42200,2354,1926,43716,1923,1473,37806,1886,1511,43342,1633,1348,44969,2237,1879,49052,1498,1235,47198,2021,1776,48987,1765,1533,49625,2142,1854,54444,2224,1856,54723,2046,1716,54921,1827,1693,55931,2509,2081,55922,2229,1826,61803,2818,2678,60052,2536,2180,64060,2744,2574,65271,2144,1606,62545,2520,2029,64396,3489,2739,66506,3632,2832,67162,2937,2161,67715,3369,2710,65527,2645,2087,66523,2428,2000
851,831,22369,317,248,20390,731,362,23607,405,360,23828,476,446,27007,840,531,27648,1025,684,27626,1231,832,29314,781,550,29219,976,869,31251,1074,838,30059,897,777,30129,855,708,28838,873,759,29255,604,464,31459,959,853,30803,650,586,25443,768,706,27270,768,718,29222,1133,989,30867,1191,932,30027,1178,848,31617,700,699,33066,801,770,35233,678,658,40196,941,830,37065,597,430,38094,1175,766,43104,814,628,38224,1534,1089,36920,1195,868,37270,1140,1001,42195,2038,1593,41604,1328,1234
852,832,132978,11245,7125,143657,8118,5426,132234,11354,7154,128901,8786,5682,135658,9655,6850,141629,10367,7229,127703,8550,4851,141137,9987,6774,156034,9403,6764,155038,10997,7732,159099,10538,7353,165580,12175,9753,158176,9518,7295,158782,7706,6208,152133,8027,5780,155742,8016,6367,166977,10712,8347,163659,10073,7206,161332,7913,6418,151452,6819,5614,159166,7852,6371,163283,7722,5980,163607,6948,5794,161325,5518,4676,153021,5479,4782,147743,6084,4735,147188,7352,5656,151809,9012,5798,145817,8561,5650,145086,8590,5986,140260,8424,6309,135616,6034,4100,141181,6826,5437
156,239,2504,183,139,3274,81,53,2936,121,95,2835,121,115,4659,674,459,4350,339,308,2549,56,39,2682,158,116,3036,105,90,3693,112,66,3755,219,205,4544,58,58,4800,360,347,4480,89,88,4692,121,113,4745,182,107,3526,82,82,4420,565,318,4286,128,94,4178,89,74,3342,105,96,3659,206,185,3881,196,164,4009,108,104,6290,143,122,7342,154,153,5859,178,176,6149,243,192,6751,383,342,7100,151,124,6839,260,208,3362,165,143,3069,72,62
861,821,20330,887,690,14667,2018,2378,17077,636,421,17516,1010,733,17963,1223,551,16866,1505,884,16542,980,640,15958,852,511,19747,1424,1159,18233,1415,900,16334,1454,982,17396,1060,787,16913,770,516,16058,425,340,15505,678,597,15939,1016,863,16074,788,646,16676,735,589,18701,874,751,18674,632,452,18123,782,482,17417,500,446,15624,667,588,15315,591,443,39511,1021,774,38384,876,755,33964,1375,1063,33670,1499,1050,32543,1583,1227,31938,1644,1077,31013,1236,845,30361,1369,1126,30225,885,752
861,822,20330,887,690,14667,2018,2378,17077,636,421,17516,1010,733,17963,1223,551,16866,1505,884,16542,980,640,15958,852,511,19747,1424,1159,18233,1415,900,16334,1454,982,17396,1060,787,16913,770,516,16058,425,340,15505,678,597,15939,1016,863,16074,788,646,16676,735,589,18701,874,751,18674,632,452,18123,782,482,17417,500,446,15624,667,588,15315,591,443,39511,1021,774,38384,876,755,33964,1375,1063,33670,1499,1050,32543,1583,1227,31938,1644,1077,31013,1236,845,30361,1369,1126,30225,885,752
861,821,27417,1720,1460,34047,2907,1652,23204,619,501,25166,1056,759,28256,2765,1338,31780,3199,2431,34703,2033,1111,34706,2302,1130,33555,2163,1540,33964,1923,1262,35429,2061,1260,34556,2041,1615,31264,1521,1131,30590,1689,1452,29373,899,672,29021,1176,774,33280,1195,902,31744,894,647,28683,1346,1088,27758,1813,1329,25672,1097,1028,24042,955,776,25763,815,477,22824,919,708,39511,1021,774,38384,876,755,33964,1375,1063,33670,1499,1050,32543,1583,1227,31938,1644,1077,31013,1236,845,30361,1369,1126,30225,885,752
861,822,27417,1720,1460,34047,2907,1652,23204,619,501,25166,1056,759,28256,2765,1338,31780,3199,2431,34703,2033,1111,34706,2302,1130,33555,2163,1540,33964,1923,1262,35429,2061,1260,34556,2041,1615,31264,1521,1131,30590,1689,1452,29373,899,672,29021,1176,774,33280,1195,902,31744,894,647,28683,1346,1088,27758,1813,1329,25672,1097,1028,24042,955,776,25763,815,477,22824,919,708,39511,1021,774,38384,876,755,33964,1375,1063,33670,1499,1050,32543,1583,1227,31938,1644,1077,31013,1236,845,30361,1369,1126,30225,885,752
863,722,3374,395,260,2587,17,16,3489,25,18,3522,354,213,4433,128,126,3213,140,119,3766,237,131,2896,232,104,4743,275,207,3956,397,397,3010,62,62,5472,151,116,2795,51,51,6109,41,41,4765,100,100,5502,128,126,4745,174,174,3815,105,93,2539,39,37,2056,84,70,2433,182,182,2092,85,79,2152,7,7,2430,35,30,2999,5,5,3324,263,263,2468,61,61,1798,157,153,1642,72,24,1737,47,35,1444,51,51,1900,47,35,1937,22,19
862,721,48728,2438,1677,38646,1641,1050,42006,1886,709,44987,1760,1424,36673,2359,1157,34628,2086,1500,38343,2768,1372,32791,1732,1325,36514,1876,1572,35522,1830,1196,45726,2482,1823,43032,2420,1990,39558,1792,1733,39883,1710,1659,39092,1107,785,37931,1853,1432,42052,2746,2157,38508,1593,1156,38783,1662,915,40375,1155,1106,41620,1711,1618,38504,1511,1445,36105,596,583,34968,1111,1080,26514,902,823,24107,820,676,27728,951,775,26996,1698,1366,27731,1058,788,27693,1612,1444,26815,905,768,25871,689,610,24505,940,822
