keco,ksco,2008.1/2,2008.1/2.1,2008.1/2.2,2008.2/2,2008.2/2.1,2008.2/2.2,2009.1/2,2009.1/2.1,2009.1/2.2,2009.2/2,2009.2/2.1,2009.2/2.2,2010.1/2,2010.1/2.1,2010.1/2.2,2010.2/2,2010.2/2.1,2010.2/2.2,2011.1/2,2011.1/2.1,2011.1/2.2,2011.2/2,2011.2/2.1,2011.2/2.2,2012.1/2,2012.1/2.1,2012.1/2.2,2012.2/2,2012.2/2.1,2012.2/2.2,2013.1/2,2013.1/2.1,2013.1/2.2,2013.2/2,2013.2/2.1,2013.2/2.2,2014.1/2,2014.1/2.1,2014.1/2.2,2014.2/2,2014.2/2.1,2014.2/2.2,2015.1/2,2015.1/2.1,2015.1/2.2,2015.2/2,2015.2/2.1,2015.2/2.2,2016.1/2,2016.1/2.1,2016.1/2.2,2016.2/2,2016.2/2.1,2016.2/2.2,2017.1/2,2017.1/2.1,2017.1/2.2,2017.2/2,2017.2/2.1,2017.2/2.2,2018.1/2,2018.1/2.1,2018.1/2.2,2018.2/2,2018.2/2.1,2018.2/2.2,2019.1/2,2019.1/2.1,2019.1/2.2,2019.2/2,2019.2/2.1,2019.2/2.2,2020.1/2,2020.1/2.1,2020.1/2.2,2020.2/2,2020.2/2.1,2020.2/2.2,2021.1/2,2021.1/2.1,2021.1/2.2,2021.2/2,2021.2/2.1,2021.2/2.2,2022.1/2,2022.1/2.1,2022.1/2.2,2022.2/2,2022.2/2.1,2022.2/2.2,2023.1/2,2023.1/2.1,2023.1/2.2,2023.2/2,2023.2/2.1,2023.2/2.2,2024.1/2,2024.1/2.1,2024.1/2.2
,식별값,현원,구인인원,채용인원,현원,구인인원,채용인원,현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명)
,총원,7768188,625301,511602,7959995,442562,349357,8048203,424897,348387,8128516,465248,383229,8931370,662167,541637,9196034,610216,494828,9503816,636002,511805,9715637,649951,513402,9805150,626685,532061,9884455,660219,554625,10050640,689241,590718,10256347,664337,569628,10432264,754985,661726,10678424,698742,612395,10967146,785318,705943,11326946,715119,624539,11481327,854766,758065,11657993,741122,645840,11684473,855762,761886,11803864,724964,639912,11984990,845775,755574,12192880,756130,672219,12247216,810487,733478,12429758,687724,611815,12452413,798171,738176,12515581,631476,564288,12684179,819699,734381,13067272,870365,758596,13161419,1014867,877099,13385094,941947,788685,13459274,1053771,916879,13589901,891555,779142,13647444,1046630,950730
11,111,6586,153,143,5983,57,59,7181,102,94,7899,96,96,8293,125,120,5984,58,58,8724,134,125,8479,73,73,5816,102,99,11432,170,170,8343,168,155,7273,89,89,6416,86,85,7452,78,72,6184,125,123,6750,58,58,5874,75,75,5306,53,53,5813,107,107,5994,68,67,6509,176,175,6806,84,84,5735,85,85,5428,46,46,7963,180,179,7022,127,124,7718,196,192,7749,124,122,7845,182,174,7147,44,42,7441,124,118,7706,59,58,6277,102,101
11,112,6586,153,143,5983,57,59,7181,102,94,7899,96,96,8293,125,120,5984,58,58,8724,134,125,8479,73,73,5816,102,99,11432,170,170,8343,168,155,7273,89,89,6416,86,85,7452,78,72,6184,125,123,6750,58,58,5874,75,75,5306,53,53,5813,107,107,5994,68,67,6509,176,175,6806,84,84,5735,85,85,5428,46,46,7963,180,179,7022,127,124,7718,196,192,7749,124,122,7845,182,174,7147,44,42,7441,124,118,7706,59,58,6277,102,101
12,121,47852,328,322,49170,231,227,49865,294,274,49580,247,232,52419,521,468,44157,412,403,43041,436,361,45959,309,290,42742,482,450,40689,328,301,43477,382,370,40089,446,445,36371,588,582,38319,371,345,39111,535,523,42024,383,383,38681,478,459,35558,417,406,35276,494,489,37795,335,275,39075,563,549,40823,608,599,43920,717,717,45148,455,388,56992,658,626,53491,421,399,54217,714,675,55047,508,472,56748,899,783,56895,687,630,57178,691,665,58696,548,511,61084,895,861
12,122,47852,328,322,49170,231,227,49865,294,274,49580,247,232,52419,521,468,44157,412,403,43041,436,361,45959,309,290,42742,482,450,40689,328,301,43477,382,370,40089,446,445,36371,588,582,38319,371,345,39111,535,523,42024,383,383,38681,478,459,35558,417,406,35276,494,489,37795,335,275,39075,563,549,40823,608,599,43920,717,717,45148,455,388,56992,658,626,53491,421,399,54217,714,675,55047,508,472,56748,899,783,56895,687,630,57178,691,665,58696,548,511,61084,895,861
12,132,47852,328,322,49170,231,227,49865,294,274,49580,247,232,52419,521,468,44157,412,403,43041,436,361,45959,309,290,42742,482,450,40689,328,301,43477,382,370,40089,446,445,36371,588,582,38319,371,345,39111,535,523,42024,383,383,38681,478,459,35558,417,406,35276,494,489,37795,335,275,39075,563,549,40823,608,599,43920,717,717,45148,455,388,56992,658,626,53491,421,399,54217,714,675,55047,508,472,56748,899,783,56895,687,630,57178,691,665,58696,548,511,61084,895,861
13,131,47852,328,322,49170,231,227,49865,294,274,49580,247,232,52419,521,468,44157,412,403,43041,436,361,45959,309,290,42742,482,450,40689,328,301,43477,382,370,40089,446,445,36371,588,582,38319,371,345,39111,535,523,42024,383,383,38681,478,459,35558,417,406,35276,494,489,37795,335,275,39075,563,549,40823,608,599,43920,717,717,45148,455,388,29188,450,431,30366,313,298,31395,306,303,31001,212,209,31660,420,383,31857,298,264,32517,297,257,29517,350,344,30656,310,305
13,133,47852,328,322,49170,231,227,49865,294,274,49580,247,232,52419,521,468,44157,412,403,43041,436,361,45959,309,290,42742,482,450,40689,328,301,43477,382,370,40089,446,445,36371,588,582,38319,371,345,39111,535,523,42024,383,383,38681,478,459,35558,417,406,35276,494,489,37795,335,275,39075,563,549,40823,608,599,43920,717,717,45148,455,388,29188,450,431,30366,313,298,31395,306,303,31001,212,209,31660,420,383,31857,298,264,32517,297,257,29517,350,344,30656,310,305
13,134,47852,328,322,49170,231,227,49865,294,274,49580,247,232,52419,521,468,44157,412,403,43041,436,361,45959,309,290,42742,482,450,40689,328,301,43477,382,370,40089,446,445,36371,588,582,38319,371,345,39111,535,523,42024,383,383,38681,478,459,35558,417,406,35276,494,489,37795,335,275,39075,563,549,40823,608,599,43920,717,717,45148,455,388,29188,450,431,30366,313,298,31395,306,303,31001,212,209,31660,420,383,31857,298,264,32517,297,257,29517,350,344,30656,310,305
13,135,47852,328,322,49170,231,227,49865,294,274,49580,247,232,52419,521,468,44157,412,403,43041,436,361,45959,309,290,42742,482,450,40689,328,301,43477,382,370,40089,446,445,36371,588,582,38319,371,345,39111,535,523,42024,383,383,38681,478,459,35558,417,406,35276,494,489,37795,335,275,39075,563,549,40823,608,599,43920,717,717,45148,455,388,29188,450,431,30366,313,298,31395,306,303,31001,212,209,31660,420,383,31857,298,264,32517,297,257,29517,350,344,30656,310,305
13,139,47852,328,322,49170,231,227,49865,294,274,49580,247,232,52419,521,468,44157,412,403,43041,436,361,45959,309,290,42742,482,450,40689,328,301,43477,382,370,40089,446,445,36371,588,582,38319,371,345,39111,535,523,42024,383,383,38681,478,459,35558,417,406,35276,494,489,37795,335,275,39075,563,549,40823,608,599,43920,717,717,45148,455,388,29188,450,431,30366,313,298,31395,306,303,31001,212,209,31660,420,383,31857,298,264,32517,297,257,29517,350,344,30656,310,305
13,131,10335,127,114,9746,45,50,8778,64,61,8793,81,81,12033,104,92,11675,159,153,14015,151,129,13178,101,88,12028,201,185,12389,148,144,12333,134,133,12132,58,52,12840,313,306,12658,111,102,13406,41,41,14716,117,109,14265,260,182,13088,128,94,13736,124,124,13797,120,118,14491,247,242,15312,180,128,16025,169,164,16584,161,136,29188,450,431,30366,313,298,31395,306,303,31001,212,209,31660,420,383,31857,298,264,32517,297,257,29517,350,344,30656,310,305
13,133,10335,127,114,9746,45,50,8778,64,61,8793,81,81,12033,104,92,11675,159,153,14015,151,129,13178,101,88,12028,201,185,12389,148,144,12333,134,133,12132,58,52,12840,313,306,12658,111,102,13406,41,41,14716,117,109,14265,260,182,13088,128,94,13736,124,124,13797,120,118,14491,247,242,15312,180,128,16025,169,164,16584,161,136,29188,450,431,30366,313,298,31395,306,303,31001,212,209,31660,420,383,31857,298,264,32517,297,257,29517,350,344,30656,310,305
13,134,10335,127,114,9746,45,50,8778,64,61,8793,81,81,12033,104,92,11675,159,153,14015,151,129,13178,101,88,12028,201,185,12389,148,144,12333,134,133,12132,58,52,12840,313,306,12658,111,102,13406,41,41,14716,117,109,14265,260,182,13088,128,94,13736,124,124,13797,120,118,14491,247,242,15312,180,128,16025,169,164,16584,161,136,29188,450,431,30366,313,298,31395,306,303,31001,212,209,31660,420,383,31857,298,264,32517,297,257,29517,350,344,30656,310,305
13,135,10335,127,114,9746,45,50,8778,64,61,8793,81,81,12033,104,92,11675,159,153,14015,151,129,13178,101,88,12028,201,185,12389,148,144,12333,134,133,12132,58,52,12840,313,306,12658,111,102,13406,41,41,14716,117,109,14265,260,182,13088,128,94,13736,124,124,13797,120,118,14491,247,242,15312,180,128,16025,169,164,16584,161,136,29188,450,431,30366,313,298,31395,306,303,31001,212,209,31660,420,383,31857,298,264,32517,297,257,29517,350,344,30656,310,305
13,139,10335,127,114,9746,45,50,8778,64,61,8793,81,81,12033,104,92,11675,159,153,14015,151,129,13178,101,88,12028,201,185,12389,148,144,12333,134,133,12132,58,52,12840,313,306,12658,111,102,13406,41,41,14716,117,109,14265,260,182,13088,128,94,13736,124,124,13797,120,118,14491,247,242,15312,180,128,16025,169,164,16584,161,136,29188,450,431,30366,313,298,31395,306,303,31001,212,209,31660,420,383,31857,298,264,32517,297,257,29517,350,344,30656,310,305
13,131,1440,8,8,1328,0,0,2459,24,22,2147,17,17,1905,20,13,1712,1,1,2190,16,16,1828,13,13,1506,25,25,1753,9,9,1894,25,25,1320,18,18,1619,1,1,1676,3,3,2050,80,79,2309,12,2,1584,20,20,1402,13,13,1631,7,7,1818,8,8,1746,12,10,2158,19,17,2336,33,33,2538,36,6,29188,450,431,30366,313,298,31395,306,303,31001,212,209,31660,420,383,31857,298,264,32517,297,257,29517,350,344,30656,310,305
13,133,1440,8,8,1328,0,0,2459,24,22,2147,17,17,1905,20,13,1712,1,1,2190,16,16,1828,13,13,1506,25,25,1753,9,9,1894,25,25,1320,18,18,1619,1,1,1676,3,3,2050,80,79,2309,12,2,1584,20,20,1402,13,13,1631,7,7,1818,8,8,1746,12,10,2158,19,17,2336,33,33,2538,36,6,29188,450,431,30366,313,298,31395,306,303,31001,212,209,31660,420,383,31857,298,264,32517,297,257,29517,350,344,30656,310,305
13,134,1440,8,8,1328,0,0,2459,24,22,2147,17,17,1905,20,13,1712,1,1,2190,16,16,1828,13,13,1506,25,25,1753,9,9,1894,25,25,1320,18,18,1619,1,1,1676,3,3,2050,80,79,2309,12,2,1584,20,20,1402,13,13,1631,7,7,1818,8,8,1746,12,10,2158,19,17,2336,33,33,2538,36,6,29188,450,431,30366,313,298,31395,306,303,31001,212,209,31660,420,383,31857,298,264,32517,297,257,29517,350,344,30656,310,305
13,135,1440,8,8,1328,0,0,2459,24,22,2147,17,17,1905,20,13,1712,1,1,2190,16,16,1828,13,13,1506,25,25,1753,9,9,1894,25,25,1320,18,18,1619,1,1,1676,3,3,2050,80,79,2309,12,2,1584,20,20,1402,13,13,1631,7,7,1818,8,8,1746,12,10,2158,19,17,2336,33,33,2538,36,6,29188,450,431,30366,313,298,31395,306,303,31001,212,209,31660,420,383,31857,298,264,32517,297,257,29517,350,344,30656,310,305
13,139,1440,8,8,1328,0,0,2459,24,22,2147,17,17,1905,20,13,1712,1,1,2190,16,16,1828,13,13,1506,25,25,1753,9,9,1894,25,25,1320,18,18,1619,1,1,1676,3,3,2050,80,79,2309,12,2,1584,20,20,1402,13,13,1631,7,7,1818,8,8,1746,12,10,2158,19,17,2336,33,33,2538,36,6,29188,450,431,30366,313,298,31395,306,303,31001,212,209,31660,420,383,31857,298,264,32517,297,257,29517,350,344,30656,310,305
16,141,40855,980,860,43898,423,282,32586,447,203,35665,567,351,41738,824,682,35077,451,367,42472,731,535,46591,863,637,42960,784,697,40216,556,449,44292,698,656,39206,334,272,41356,653,591,43671,474,466,40440,401,394,42836,560,521,36790,458,454,35110,568,514,33324,555,488,37025,375,332,35855,560,497,37551,560,523,38435,588,562,39575,700,577,41050,415,390,38048,333,278,36428,511,387,36544,433,336,36825,622,389,36916,352,323,38685,742,613,33766,503,387,33726,509,448
16,149,40855,980,860,43898,423,282,32586,447,203,35665,567,351,41738,824,682,35077,451,367,42472,731,535,46591,863,637,42960,784,697,40216,556,449,44292,698,656,39206,334,272,41356,653,591,43671,474,466,40440,401,394,42836,560,521,36790,458,454,35110,568,514,33324,555,488,37025,375,332,35855,560,497,37551,560,523,38435,588,562,39575,700,577,41050,415,390,38048,333,278,36428,511,387,36544,433,336,36825,622,389,36916,352,323,38685,742,613,33766,503,387,33726,509,448
13,131,5847,306,258,5159,14,9,6081,13,13,5280,67,67,6240,48,46,5879,42,41,5405,47,39,5786,148,112,4987,78,77,4007,29,29,4903,48,48,4734,62,47,5021,43,43,5013,61,61,5594,22,22,6079,62,62,5783,68,66,5541,49,49,5108,72,64,5210,101,97,5838,158,152,5685,93,77,6722,76,76,5974,17,14,29188,450,431,30366,313,298,31395,306,303,31001,212,209,31660,420,383,31857,298,264,32517,297,257,29517,350,344,30656,310,305
13,133,5847,306,258,5159,14,9,6081,13,13,5280,67,67,6240,48,46,5879,42,41,5405,47,39,5786,148,112,4987,78,77,4007,29,29,4903,48,48,4734,62,47,5021,43,43,5013,61,61,5594,22,22,6079,62,62,5783,68,66,5541,49,49,5108,72,64,5210,101,97,5838,158,152,5685,93,77,6722,76,76,5974,17,14,29188,450,431,30366,313,298,31395,306,303,31001,212,209,31660,420,383,31857,298,264,32517,297,257,29517,350,344,30656,310,305
13,134,5847,306,258,5159,14,9,6081,13,13,5280,67,67,6240,48,46,5879,42,41,5405,47,39,5786,148,112,4987,78,77,4007,29,29,4903,48,48,4734,62,47,5021,43,43,5013,61,61,5594,22,22,6079,62,62,5783,68,66,5541,49,49,5108,72,64,5210,101,97,5838,158,152,5685,93,77,6722,76,76,5974,17,14,29188,450,431,30366,313,298,31395,306,303,31001,212,209,31660,420,383,31857,298,264,32517,297,257,29517,350,344,30656,310,305
13,135,5847,306,258,5159,14,9,6081,13,13,5280,67,67,6240,48,46,5879,42,41,5405,47,39,5786,148,112,4987,78,77,4007,29,29,4903,48,48,4734,62,47,5021,43,43,5013,61,61,5594,22,22,6079,62,62,5783,68,66,5541,49,49,5108,72,64,5210,101,97,5838,158,152,5685,93,77,6722,76,76,5974,17,14,29188,450,431,30366,313,298,31395,306,303,31001,212,209,31660,420,383,31857,298,264,32517,297,257,29517,350,344,30656,310,305
13,139,5847,306,258,5159,14,9,6081,13,13,5280,67,67,6240,48,46,5879,42,41,5405,47,39,5786,148,112,4987,78,77,4007,29,29,4903,48,48,4734,62,47,5021,43,43,5013,61,61,5594,22,22,6079,62,62,5783,68,66,5541,49,49,5108,72,64,5210,101,97,5838,158,152,5685,93,77,6722,76,76,5974,17,14,29188,450,431,30366,313,298,31395,306,303,31001,212,209,31660,420,383,31857,298,264,32517,297,257,29517,350,344,30656,310,305
15,151,21328,629,563,22410,244,203,20401,387,260,26632,362,304,26215,837,757,20998,235,208,26529,590,536,24151,434,313,22453,401,360,23109,380,314,25182,363,338,19017,301,228,18480,409,381,20482,302,272,22229,509,497,22271,262,237,21257,259,199,21281,417,384,20347,293,292,20795,220,202,21977,478,471,20746,424,288,21795,230,221,21709,313,300,22299,192,172,22053,289,261,20820,236,223,21539,312,271,22932,489,400,21965,355,292,22955,379,276,18993,132,117,18030,128,97
15,159,21328,629,563,22410,244,203,20401,387,260,26632,362,304,26215,837,757,20998,235,208,26529,590,536,24151,434,313,22453,401,360,23109,380,314,25182,363,338,19017,301,228,18480,409,381,20482,302,272,22229,509,497,22271,262,237,21257,259,199,21281,417,384,20347,293,292,20795,220,202,21977,478,471,20746,424,288,21795,230,221,21709,313,300,22299,192,172,22053,289,261,20820,236,223,21539,312,271,22932,489,400,21965,355,292,22955,379,276,18993,132,117,18030,128,97
14,152,3449,90,87,2099,32,29,3363,43,40,3408,43,25,4193,37,24,4075,20,18,3673,25,25,3782,38,36,3440,50,47,3864,432,390,3784,128,78,3186,14,7,3465,81,74,3406,106,76,3817,82,82,3684,60,60,3258,27,21,2777,49,32,2990,39,34,3170,45,44,3278,291,258,3333,122,95,3738,26,26,3542,298,244,5215,119,114,4431,37,37,3794,39,39,3904,21,18,3832,54,52,3831,16,15,4065,52,48,2966,21,19,3018,36,36
14,153,3449,90,87,2099,32,29,3363,43,40,3408,43,25,4193,37,24,4075,20,18,3673,25,25,3782,38,36,3440,50,47,3864,432,390,3784,128,78,3186,14,7,3465,81,74,3406,106,76,3817,82,82,3684,60,60,3258,27,21,2777,49,32,2990,39,34,3170,45,44,3278,291,258,3333,122,95,3738,26,26,3542,298,244,5215,119,114,4431,37,37,3794,39,39,3904,21,18,3832,54,52,3831,16,15,4065,52,48,2966,21,19,3018,36,36
14,152,3158,66,59,3216,179,174,4356,74,73,3929,81,81,3500,53,53,2030,34,34,2774,73,73,2242,45,44,1913,39,39,2051,31,31,2145,61,61,2519,41,41,2534,103,99,2515,69,67,1811,23,23,2309,0,0,2526,86,75,2062,17,17,2293,55,55,2227,21,20,2148,81,81,2193,87,84,2219,32,32,2341,28,28,5215,119,114,4431,37,37,3794,39,39,3904,21,18,3832,54,52,3831,16,15,4065,52,48,2966,21,19,3018,36,36
14,153,3158,66,59,3216,179,174,4356,74,73,3929,81,81,3500,53,53,2030,34,34,2774,73,73,2242,45,44,1913,39,39,2051,31,31,2145,61,61,2519,41,41,2534,103,99,2515,69,67,1811,23,23,2309,0,0,2526,86,75,2062,17,17,2293,55,55,2227,21,20,2148,81,81,2193,87,84,2219,32,32,2341,28,28,5215,119,114,4431,37,37,3794,39,39,3904,21,18,3832,54,52,3831,16,15,4065,52,48,2966,21,19,3018,36,36
21,262,12839,594,304,8607,251,253,16617,433,358,10787,322,297,17160,896,842,8507,526,53,9477,467,447,13541,1446,1249,13619,1487,977,13031,444,444,8733,487,479,7627,198,194,11437,484,478,10963,356,341,10449,269,225,8639,214,213,10658,490,477,9835,304,289,10482,671,490,10700,518,439,9624,484,318,9008,530,447,8922,825,680,9116,353,330,413,0,0,412,0,0,139,0,0,223,16,16,62,9,9,16,0,0,20,0,0,30,0,0,8,0,0
22,271,12839,594,304,8607,251,253,16617,433,358,10787,322,297,17160,896,842,8507,526,53,9477,467,447,13541,1446,1249,13619,1487,977,13031,444,444,8733,487,479,7627,198,194,11437,484,478,10963,356,341,10449,269,225,8639,214,213,10658,490,477,9835,304,289,10482,671,490,10700,518,439,9624,484,318,9008,530,447,8922,825,680,9116,353,330,16894,1716,1708,17817,1904,1681,15140,798,720,16363,952,858,16898,1288,1124,17264,1371,1189,18355,1156,860,23418,1906,1783,21060,1642,1622
23,271,15110,503,144,9270,263,217,13610,154,32,12978,489,283,14105,214,197,11728,190,108,21355,322,322,23102,1686,1677,21143,752,736,24654,1632,1632,18495,539,538,18619,763,763,20638,392,301,22319,1032,1009,20975,492,492,25854,978,974,23134,561,559,24200,952,938,24514,515,490,25196,1342,1233,25587,495,487,25897,1444,1299,24837,823,775,28632,1347,1280,25164,462,426,24473,987,974,29582,392,374,31200,1780,1716,31580,494,455,32000,2297,2135,33234,752,691,30075,1598,1565,30612,338,330
23,274,15110,503,144,9270,263,217,13610,154,32,12978,489,283,14105,214,197,11728,190,108,21355,322,322,23102,1686,1677,21143,752,736,24654,1632,1632,18495,539,538,18619,763,763,20638,392,301,22319,1032,1009,20975,492,492,25854,978,974,23134,561,559,24200,952,938,24514,515,490,25196,1342,1233,25587,495,487,25897,1444,1299,24837,823,775,28632,1347,1280,25164,462,426,24473,987,974,29582,392,374,31200,1780,1716,31580,494,455,32000,2297,2135,33234,752,691,30075,1598,1565,30612,338,330
24,273,13344,1141,769,14633,460,371,15196,749,466,17062,574,562,22203,1841,1537,19433,1285,1145,12880,1028,663,17314,1618,1278,20866,1238,995,27557,1741,1591,24698,1517,1292,22266,973,943,29838,2053,1969,28185,2181,1757,27146,1298,1243,30478,1571,1480,28527,3054,2984,29472,1883,1594,27854,1992,1822,27716,1681,1476,27598,2011,1461,28274,2156,1955,30541,2349,1850,32187,2103,1914,36605,2020,1742,37051,1675,1626,35359,2177,1982,38269,3467,3142,37568,3502,2853,41945,3806,3130,43320,2958,2340,45553,2788,2342,58668,5107,4579
25,311,673790,27157,23378,691228,15519,13883,692456,16674,14786,689046,15123,13658,795417,23808,20891,887155,20671,17270,873900,28108,23855,926781,26399,21955,893956,26385,24275,926362,26066,23395,906154,26410,23954,933552,23920,22072,934771,28629,25776,946938,24746,22722,991214,27969,26484,1032514,24996,23179,1083644,35944,32804,1078459,29569,26346,1073300,32698,29644,1092406,29045,27172,1109539,32941,30156,1124650,31257,28869,1138342,33418,30592,1172886,32100,29486,34624,1815,1617,39227,1008,891,44236,1517,1468,48041,1756,1657,50011,1746,1558,46508,1367,1190,44001,824,673,44431,932,897,42640,804,766
26,312,673790,27157,23378,691228,15519,13883,692456,16674,14786,689046,15123,13658,795417,23808,20891,887155,20671,17270,873900,28108,23855,926781,26399,21955,893956,26385,24275,926362,26066,23395,906154,26410,23954,933552,23920,22072,934771,28629,25776,946938,24746,22722,991214,27969,26484,1032514,24996,23179,1083644,35944,32804,1078459,29569,26346,1073300,32698,29644,1092406,29045,27172,1109539,32941,30156,1124650,31257,28869,1138342,33418,30592,1172886,32100,29486,1165914,37306,34735,1181359,29208,26984,1222106,38431,35653,1266566,39205,34973,1281356,50041,44697,1293368,42400,36682,1315382,47322,41669,1391727,44296,39029,1388531,47175,42694
26,330,673790,27157,23378,691228,15519,13883,692456,16674,14786,689046,15123,13658,795417,23808,20891,887155,20671,17270,873900,28108,23855,926781,26399,21955,893956,26385,24275,926362,26066,23395,906154,26410,23954,933552,23920,22072,934771,28629,25776,946938,24746,22722,991214,27969,26484,1032514,24996,23179,1083644,35944,32804,1078459,29569,26346,1073300,32698,29644,1092406,29045,27172,1109539,32941,30156,1124650,31257,28869,1138342,33418,30592,1172886,32100,29486,1165914,37306,34735,1181359,29208,26984,1222106,38431,35653,1266566,39205,34973,1281356,50041,44697,1293368,42400,36682,1315382,47322,41669,1391727,44296,39029,1388531,47175,42694
28,312,363426,15017,11626,355331,10491,8063,358120,8798,6650,342183,11459,9205,376712,15562,12127,395279,14500,11714,404676,16662,12556,419438,16430,12001,420066,16889,14191,427363,16123,13346,435677,17833,15533,440888,18785,15845,450603,18483,15858,454807,18537,16448,474669,19643,16951,486602,17092,14489,483304,19033,16039,480514,17396,14871,472118,18699,16101,472821,17024,14302,474425,17937,15605,485801,16427,13786,482171,17549,14923,489264,14000,12356,590648,18671,16830,575276,15101,12909,564071,18249,15578,577122,20679,17212,584464,24775,19622,588286,23705,18751,591961,24324,19029,601196,23468,18891,604071,25041,20850
28,312,53244,2688,2230,66346,3086,2632,56927,1026,897,55423,2101,1612,61859,2441,2033,65153,2691,2499,64995,3008,2551,70575,3220,2774,71831,2592,2356,76699,2786,2505,62265,2467,2034,62888,1967,1738,67832,2895,2524,68061,2645,2367,67913,2746,2397,72916,2472,2277,76906,3107,2816,77639,3275,2904,80426,2509,2270,80709,3178,2761,76142,2792,2446,78929,2546,2273,80854,2669,2470,81788,2302,2014,590648,18671,16830,575276,15101,12909,564071,18249,15578,577122,20679,17212,584464,24775,19622,588286,23705,18751,591961,24324,19029,601196,23468,18891,604071,25041,20850
27,313,315295,17979,15042,329000,11443,8602,321135,12047,9412,326722,12238,10264,365722,16105,13059,375441,13920,11257,362015,15223,12266,387789,17116,13381,381717,17690,15097,387539,15374,13234,362949,14008,12698,370074,14645,13286,385771,14280,12967,386562,15353,14165,400501,14633,13196,406130,15541,13854,407083,16795,14819,417036,15485,13569,416199,13826,12621,415866,15803,13849,420711,16121,14579,425628,14975,13036,428568,13637,12608,433036,13414,12043,423558,13927,13346,421849,12615,11713,436179,14089,12875,448236,15749,14615,447053,16257,14290,451821,16814,14698,460299,16558,14458,454854,15569,13990,461508,15141,13374
29,392,109568,13705,11732,87812,6022,5033,115473,7928,7059,121463,9950,8188,146590,15402,12976,160473,13444,11505,152168,12964,11624,158994,23214,20112,168065,14676,13194,160461,17258,15792,149555,14200,12229,159040,15945,14158,164099,21126,19062,167325,14130,12484,175860,19302,17591,178834,16479,15082,197864,21535,19421,208056,20047,18149,206675,23106,21073,212165,19985,17251,216015,22937,20603,213511,19160,17242,216447,16666,15419,216073,14589,13241,377701,32912,31204,384364,30755,28855,375816,33182,31421,383631,37110,34109,382478,43190,39888,394404,42406,37929,388701,43185,39752,408683,34481,31446,395819,41417,38293
29,399,109568,13705,11732,87812,6022,5033,115473,7928,7059,121463,9950,8188,146590,15402,12976,160473,13444,11505,152168,12964,11624,158994,23214,20112,168065,14676,13194,160461,17258,15792,149555,14200,12229,159040,15945,14158,164099,21126,19062,167325,14130,12484,175860,19302,17591,178834,16479,15082,197864,21535,19421,208056,20047,18149,206675,23106,21073,212165,19985,17251,216015,22937,20603,213511,19160,17242,216447,16666,15419,216073,14589,13241,377701,32912,31204,384364,30755,28855,375816,33182,31421,383631,37110,34109,382478,43190,39888,394404,42406,37929,388701,43185,39752,408683,34481,31446,395819,41417,38293
29,391,109568,13705,11732,87812,6022,5033,115473,7928,7059,121463,9950,8188,146590,15402,12976,160473,13444,11505,152168,12964,11624,158994,23214,20112,168065,14676,13194,160461,17258,15792,149555,14200,12229,159040,15945,14158,164099,21126,19062,167325,14130,12484,175860,19302,17591,178834,16479,15082,197864,21535,19421,208056,20047,18149,206675,23106,21073,212165,19985,17251,216015,22937,20603,213511,19160,17242,216447,16666,15419,216073,14589,13241,377701,32912,31204,384364,30755,28855,375816,33182,31421,383631,37110,34109,382478,43190,39888,394404,42406,37929,388701,43185,39752,408683,34481,31446,395819,41417,38293
29,314,109568,13705,11732,87812,6022,5033,115473,7928,7059,121463,9950,8188,146590,15402,12976,160473,13444,11505,152168,12964,11624,158994,23214,20112,168065,14676,13194,160461,17258,15792,149555,14200,12229,159040,15945,14158,164099,21126,19062,167325,14130,12484,175860,19302,17591,178834,16479,15082,197864,21535,19421,208056,20047,18149,206675,23106,21073,212165,19985,17251,216015,22937,20603,213511,19160,17242,216447,16666,15419,216073,14589,13241,377701,32912,31204,384364,30755,28855,375816,33182,31421,383631,37110,34109,382478,43190,39888,394404,42406,37929,388701,43185,39752,408683,34481,31446,395819,41417,38293
